3,1363,4091.838208014471,28.598695406,-80.681803148,0.4
-148.69926987748596,-77.29895777662819,0.0,1.836024973549969,15.065555611805417,86.53473397497888,0.0,4091.838208014471,0,-150.34740614064904,-77.74663782566665,-144.45001881871667,-76.14474197245934,0.0,0.0,0.0,0.01
-149.63584701321366,-74.40276995132096,0.0,1.9041271376138476,15.88914217466272,93.8075073044402,3.0438594991598555,4088.7943485153114,0,-151.83675785605413,-75.16483692536973,-146.11496252705234,-73.18366114685828,0.0,0.0,0.0,0.01
-150.7252760799821,-71.57506463140942,0.0,1.9541610982209712,16.783090112138957,103.1490088186338,6.074168570488392,4085.7640394439827,0,-153.30705963880087,-72.61634839355565,-147.72339699971866,-70.36434813601312,0.0,0.0,0.0,0.01
-151.92225308412466,-68.80268248109468,0.0,1.990305873273661,17.71183329560923,115.22113383655565,9.093913052365934,4082.744294962105,0,-154.77374260882502,-70.07440235962945,-149.28747605554082,-67.62761299767831,0.0,0.0,0.0,0.01
-153.19478776922568,-66.07302685878568,0.0,2.016210870746496,18.649110375767872,131.07682624515715,12.105617609786577,4079.7325904046847,0,-156.24298535982757,-67.5282732381438,-150.82500231817423,-64.94166263616083,0.0,0.0,0.0,0.01
-154.5209121438479,-63.375287146436,0.0,2.0348069048102326,19.57852603271039,152.48193036720198,15.111679055026132,4076.7265289594447,0,-157.716700208014,-64.97463140683207,-152.3467371017104,-62.28721299855086,0.0,0.0,0.0,0.01
-155.8856747187781,-60.700795505613684,0.0,2.048214087421542,20.491721034575683,182.62017312906713,18.114258350025434,4073.7239496644456,0,-159.19519871217807,-62.41292189530853,-153.85922918609677,-59.652448105594246,0.0,0.0,0.0,0.01
-157.27866871779466,-58.04288754830498,0.0,2.057883839118635,21.385347497348217,227.8436565821124,21.115076070384518,4070.7231319440866,0,-160.67826972115645,-59.84349587430917,-155.36646561967103,-57.03008374689194,0.0,0.0,0.0,0.01
-158.69233622145015,-55.39659563162911,0.0,2.064792486317824,22.25857224361771,302.8698443792831,24.115295515551086,4067.72291249892,0,-162.16551942759605,-57.26701668431793,-156.8708341713798,-54.415658094001174,0.0,0.0,0.0,0.01
-160.1209032527677,-52.75832068429942,0.0,2.0695967980100813,23.111635218368328,451.20534444370185,27.115511917858584,4064.7226960966127,0,-163.65646517398855,-54.684303846446774,-158.37368703844675,-51.80653166620437,0.0,0.0,0.0,0.01
-161.55977722074687,-50.12552785736336,0.0,2.0727870857730144,23.945178700210448,882.5110732816254,30.115837961023573,4061.7223700534473,0,-165.15047864457316,-52.09642868503357,-159.87574265053513,-49.20117778296515,0.0,0.0,0.0,0.01
-163.00514498053082,-47.4964568107908,0.0,2.074609413984447,24.759982530865496,19314.98434839034,33.11602171022111,4058.72218630425,0,-166.64711530203627,-49.50414371395029,-161.37717720455768,-46.59901688293439,0.0,0.0,0.0,0.01
-164.4554053777939,-44.870138532229866,0.0,2.077004697977184,25.556854404056782,87404.28710529735,36.116155527265434,4055.7220524872055,0,-168.1424612032168,-46.91421007662387,-162.87980343096433,-43.99663857527255,0.0,0.0,0.0,0.01
-165.91126341284112,-42.24654962575299,0.0,2.07864719162011,26.336912968862308,136509.75342504782,39.116612387211944,4052.7215956272594,0,-169.63949001420977,-44.32145886383732,-164.38249535001236,-41.39572822576425,0.0,0.0,0.0,0.01
-167.37090972029083,-39.624722459140855,0.0,2.0795858056764294,27.10098785383851,311299.5672256671,42.117369797339755,4049.720838217131,0,-171.13814278790267,-41.72597400119783,-165.88523220364917,-38.79605534011345,0.0,0.0,0.0,0.01
-168.83273178516262,-37.00382648252481,0.0,2.0800024013301663,27.849692265075472,1112392.4747890227,45.11837287457713,4046.719835139894,0,-172.6380401318163,-39.128394242467,-167.38807440788588,-36.19724992989829,0.0,0.0,0.0,0.01
-170.29554823315533,-34.383263013517805,0.0,2.080058855226573,28.583288392696705,199638.96182506758,48.11957011161638,4043.718637902855,0,-174.1388274845073,-36.52931517912232,-168.89104776114712,-33.599002728896146,0.0,0.0,0.0,0.01
-171.75858874775176,-31.762663151088717,0.0,2.079950138390013,29.30167488588726,109666.99912109895,51.12090834419097,4040.71729967028,0,-175.64006034235416,-33.92948805201412,-170.39418759188945,-31.000988531729135,0.0,0.0,0.0,0.01
-173.22159495785087,-29.141941153721923,0.0,2.079925845018841,30.004122039037064,75597.26064759612,54.122336497299216,4037.7158715171718,0,-177.14115549208614,-31.32990424835665,-171.89755395074502,-28.402839707519657,0.0,0.0,0.0,0.01
-174.68462025086396,-26.521184149506613,0.0,2.079960935544002,30.691684543926453,57676.461762152234,57.12380451864138,4034.7144034958296,0,-178.64213101013203,-28.73051383105415,-173.4009820967416,-25.804577159209007,0.0,0.0,0.0,0.01
-176.147680372012,-23.900458360648496,0.0,2.0799745016696853,31.365330221383832,46621.268362207964,60.12526226088592,4031.7129457535852,0,-180.14313496139144,-26.13104175410639,-174.90426967403923,-23.20628672332882,0.0,0.0,0.0,0.01
